culture,typeOfEntity,authorizedFormOfName,functions,sources,subjectAccessPoints,placeAccessPoints,places,history,digitalObjectURI
en,Person,Giuseppe Gabellone,Fall 2002 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/giuseppe-gabellone,IAIR Fall 2002,Milan,"Milan, Italy","Born in Brindisi, Italy, Giuseppe Gabellone’s first US exhibition was organized by the Museum of Contemporary Art, Chicago, IL. Traditionally schooled in Italy, Gabellone has exhibited widely in both Europe and the United States.
Individual exhibitions include such venues as Greengrassi, London, Enlgand; Fondazione Sandretto Re Rebaudengo per l’Arte, Guarene d’Alba, Italy; Studio Guenzani, Milan, Italy; and Frac Limousin, Limoges, France. Gabellone’s work has also been featured in the 1997 Venice Biennale, Italy; 1998 Sydney Biennial, Australia; and Documenta 11, Kassel, Germany.
 ",https://artpace.org/wp-content/uploads/GuiseppeGabellone_InProg010_crop-470x470.jpg
en,Person,Aïda Ruilova,Fall 2002 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/ada-ruilova,IAIR Fall 2002,New York,"New York, New York, USA","Born in Wheeling, West Virginia, Aïda Ruilova currently lives and New York, NY. Most recently, Ruilova’s work has been on exhibition in the project room of White Columns, Gagosian Gallery, New Museum of Contemporary Art, New York, NY; P.S. 1 Contemporary Art Center, Long Island City; NY; and the Stedelijk Museum voor Actuele Kunst (S.M.A.K.), Gent, Belgium. She received her MFA from the School of Visual Arts, New York, NY. Her work has been reviewed in Flash Art, Art Monthly, and Artforum.",https://artpace.org/wp-content/uploads/ARuilova_crop-470x470.jpg
en,Person,Juan Miguel Ramos,Fall 2002 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/juan-miguel-ramos,IAIR Fall 2002,San Antonio,"San Antonio, Texas, USA","Juan Miguel Ramos holds an MFA from the University of Texas at San Antonio and teaches photography and drawing at Northwest Vista Community College, San Antonio, TX. Truly a product of San Antonio’s art education, Ramos began his training at the age of eight, when he attended the Southwest School of Arts and Crafts. Subsequently, he studied at the San Antonio Art Institute, the Guadalupe Cultural Arts Center and earned his BFA from the University of Texas at San Antonio.
Ramos’ work has exhibited nationally and has been featured in individual exhibitions at Mexic-Arte Museum, Austin, TX; Sala Diaz, Cactus Bra Art Space, and the UTSA Satellite Space, San Antonio, TX.",https://artpace.org/wp-content/uploads/JMRamos_crop-470x470.jpg
en,Person,Francesco Bonami,"Fall 2002 International Artist-in-Residence Program Guest Curator
Manilow Senior Curator, Museum of Contemporary Art, Chicago, IL, and Director of Visual Arts, L Biennale di Venezia, Venice",https://www.artpace.org/artists_and_curators/francesco-bonami,IAIR Fall 2002,,,,
en,Person,Ann–Sofi Sidén,Summer 2002 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/annsofi-sidn,IAIR Summer 2002,Stockholm,"Stockholm, Sweden","Born 1962 in Stockholm, Sweden, Ann-Sofi Sidén currently lives and works in Stockholm, Berlin, and New York City. Sidén studied at the Hochschule der Kunste in Berlin, Germany (1986-1988) and the Royal Academy of Art in Stockholm, Sweden (1988-92). Recent solo exhibitions have included Warte Mal!, Hayward Gallery, London, England (2002); Station 10 and Back Again, Norrköpings Konstmuseum, Sweden (2001); The Panning Eye Revisited, Musée d’art Moderne de la villa de Paris, France (2001); 2 DVD Installations: Elja-Liisa Ahtila & Ann-Sofi Sidén, Contemporary Arts Museum in Houston, TX (2000); and QM, I Think I Call Her QM exhibited at the 1999/2000 Carnegie International in Pittsburgh, PA. Sidén also exhibited at the 1999 Biennale de Venezia, Italy; the XXIV Biennale de São Paulo, Brazil (1998); and Manifesta 2 in Luxemburg (1998). In 1994 Sidén was awarded a residency at P.S.1’s International Studio Program, New York, NY, and she participated in the Rotterdam Film Festival, Holland in 1999.
Exhibition sponsored in part by the American-Scandinavian Foundation’s Thord-Gray Memorial Fund.",https://artpace.org/wp-content/uploads/ASiden_crop-470x470.jpg
en,Person,Arthur Jafa,Summer 2002 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/arthur-jafa,IAIR Summer 2002,New York,"New York, New York, USA","Arthur Jafa was born in 1960 in Tupelo, Mississippi and raised in Clarksdale, MS. He currently lives and works in New York, NY. Jafa studied at Howard University in Washington, D.C. His work has been exhibited in Social Formal, Westfälischer Kunstveren, Münster, Germany (2002); Bitstreams, Whitney Museum of American Art, New York, NY (2001); 2000 Biennial Exhibition, Whitney Museum of American Art, New York, NY; Media City, Seoul, Korea (2000); Black Box, CCAC Institute, Oakland, CA (2000); Artists Space, New York, NY (1999); and in Okwui Enwezor’s Mirror’s Edge which opened at the BildMusset, University of Umeå in Sweden and traveled to the Vancouver Art Gallery, Canada; Castello di Rivoli, Turin, Italy; and Tramway, Glasgow, Scotland (1999).",https://artpace.org/wp-content/uploads/AJafa_crop-470x470.jpg
en,Person,Sharon Engelstein,Summer 2002 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/sharon-engelstein,IAIR Summer 2002,Houston,"Houston, Texas, USA","Born in 1965 in Montreal, Canada, Sharon Engelstein currently lives and works in Houston, TX. Engelstein earned a BFA in Mass Communication/Journalism and Sculpture at the University of South Florida in Tampa, FL (1987), and a MFA in Sculpture at Claremont Graduate School, CA (1990). Engelstein has exhibited widely throughout the US, including solo exhibitions at Locust Projects, Miami, FL (2002); the Glassell School of Art, Museum of Fine Arts, Houston, TX (2001); and Sala Diaz, San Antonio, TX (2000); Contemporary Arts Museum, Houston, TX; Project Row Houses, Houston, TX (1996); and the Museum of Surgical Science, Chicago, IL (1992). Engelstein has been included in group exhibitions at the University of South Florida Contemporary Art Museum, Tampa (2002); Exit Art, New York, NY (2001); Nexus Contemporary Art Center, Atlanta, GA (1999); and Los Angeles Contemporary Exhibitions, CA (1996). She was a Core Fellow at Glassell School of Art at the Museum of Fine Arts in Houston, TX. In addition she has received awards from the Cultural Arts Council of Houston, TX., Louis Comfort Tiffany, and the National Endowment for the Art.
 ",https://artpace.org/wp-content/uploads/SEngelstein_proc_AI_005_crop-470x470.jpg
en,Person,Valerie Cassel,"Summer 2002 International Artist-in-Residence Program Guest Curator
Associate Curator, Contemporary Arts Museum, Houston, TX ",https://www.artpace.org/artists_and_curators/valerie-cassel,IAIR Summer 2002,,,"Valerie Cassel is an Associate Curator at the Contemporary Arts Museum, Houston, TX. She recently curated the first U.S. solo exhibition of the work of Ghada Amer and is organizing several forthcoming exhibitions including Afrotemple by Sanford Biggers and the group exhibition, Splat Boom Pow! The Influence of Cartoons in Contemporary Art (1970-Present). Prior to her position at the Contemporary Arts Museum, Cassel was the director of the Visiting Artists Program at the School of the Art Institute of Chicago (1996-2001) and Program Specialist at the National Endowment for the Arts (1988-1995). In 2000, she served as co-curator of the Biennial Exhibition at the Whitney Museum of American Art, New York, NY.",
en,Person,Surasi Kusolwong,Spring 2002 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/surasi-kusolwong,IAIR Spring 2002,Bangkok,"Bangkok, Thailand","Surasi Kusolwong was born in 1965 in Ayutthaya, Thailand. In 1987 he received his BFA from Silpakorn University, Bangkok, Thailand, and in 1993 he received his MFA from Hochshule für Bildender Künst, Braunshweig, Germany. Kusolwong’s artistic practice includes installation and performance-based work and, since 1996, he has concocted variations on market settings where inexpensive, mass-produced, Thai-manufactured goods are sold for a nominal fee.
The artist has shown widely in Europe, America, Asia, and Australia. Solo exhibitions include Institute of Visual Arts (INOVA), Milwaukee, WI; Arte all’Arte (Arte Continua project), Casole d’Elsa, Italy; Fri-Art Centre D’Art Contemporain Kunsthalle, Fribourg, and Art & Public Gallery, Geneva, Switzerland. Group exhibitions include P.S.1 Contemporary Art Center, Long Island City, NY; Hayward Gallery, London, England; Kiasma Museum of Contemporary Art, Helsinki, Finland; Academia de Francia/Villa Médicis, Rome, Italy; 21st Century Museum of Contemporary Art, Kanazawa, Museum of Contemporary Art, Tokyo, Japan; Pusan Metropolitan Museum of Art, Samsung Museum of Modern Art, Seoul, Korea; Edsvik Art & Culture Center, Sollentuna, Sweden. Kusolwong has exhibited in many biennales including the 2001 Berlin Biennale, Germany; Transfert, 2001 Swiss Sculpture Exhibition, Biel, Switzerland; Kwangju Biennale 2000, Korea; Taipei Biennale 2000, Taiwan; Third Asia-Pacific Triennial of Contemporary Art, Brisbane, 11th Biennale of Sydney, Australia; and the 1997 Vienna Secession, Austria.
Kusolwong was chosen for his ArtPace residency by Jérôme Sans, Independent Curator and Co-Director of the Palais de Tokyo, Paris, France. Sans is co-founder of the Palais de Tokyo, an innovative contemporary art exhibition space. He is also an adjunct curator at INOVA, the Institute of Visual Arts in Milwaukee, WI.
The artist lives and works in Bangkok, Thailand.",https://artpace.org/wp-content/uploads/SKusolwong_proc_MK001_crop-470x470.jpg
en,Person,Candice Breitz,Spring 2002 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/candice-breitz,IAIR Spring 2002,New York,"New York, New York, USA","Candice Breitz was born in Johannesburg, South Africa, in 1972. In 1993, the artist received her B.A. in Fine Arts from the University of the Witwatersrand in Johannesburg. In addition to holding two higher degrees in art history from the University of Chicago, IL, and Columbia University, NY, Breitz participated in the Whitney Museum of American Art’s Independent Studio Program, NY.
Solo exhibitions include New Museum of Contemporary Art, New York, NY; De Appel Foundation, Amsterdam, Holland; the O.K. Center for Contemporary Art, Linz, Austria; and at the Centre d’Art Contemporain Genève, Switzerland. Group exhibitions include the Kunsthalle Wien, Vienna, Austria; Tate Museum, Liverpool, England; Museum Fridericianum, Kassel, Museum Ludwig Köln, Cologne, Hamburger Kunsthalle, Hamburg, Germany; and the National Museum of Modern Art, Tokyo, Japan. Breitz has exhibited in many biennales including the Taipei Biennale 2000, Taiwan; Kwangju Biennale 2000, Korea; 6th International Istanbul Biennial 1999, Turkey; the XXIV Bienal de São Paulo 1998, Brazil; and the Johannesburg Biennale 1997, South Africa.
Breitz was chosen for her ArtPace residency by Jérôme Sans, Independent Curator and Co-Director of the Palais de Tokyo, Paris, France. Sans is co-founder the Palais de Tokyo, an innovative contemporary art exhibition space. He is also an adjunct curator at INOVA, the Institute of Visual Arts in Milwaukee, WI.",https://artpace.org/wp-content/uploads/CBreitz_proc_003_crop-470x470.jpg
en,Person,Chuck Ramirez,"Spring 2002 International Artist-in-Residence (Texas)
Spring 1999 Hudson Showroom Exhibitor",https://www.artpace.org/artists_and_curators/chuck-ramirez,IAIR Spring 2002|HSR Spring 1999,San Antonio,"San Antonio, Texas, USA","Chuck Ramirez (1962-2010) lived and worked as an artist and graphic designer in San Antonio, Texas. Primarily employing large-scale photography, the artist’s body of work includes prints and sculptural installations. His pieces investigate the rituals and forms of everyday life and are charged with metaphors of ethnicity, gender, sexuality, and religion. Ramirez’s involvement with Artpace dates back to 1999, when he first exhibited in the Hudson (Show)Room.
Ramirez’s spring 1999 Hudson (Show)Room exhibition, Long-Term Survivor, was an installation of digitally enhanced photographic works. The individual pieces explored the rituals of sustaining life and desire in the context of the AIDS crisis. Images ranged from abstractions of erotic toys to day-of-the-week pill boxes to leather chaps. Ramirez also presented a video piece on three monitors that displayed a spinning chrome ring-a seductive form that recalls corporate logos-against a bright red wall. Working with materials and images that are part of his daily life-a life impacted by being HIV positive-Ramirez transformed the language and power of advertising into a call for action and compassion, expression, and self-actualization.
Prior to the introduction of the WindowWorks program area at Artpace, Ramirez installed this street-facing façade space with a series of slim, netted Christmas trees during late 1999. Like the subjects of his photography, these seven freestanding trees featured everyday items such as spoons and forks. With this display, the artist posed the question: Where is the line between decorative and fine art?
In 2002 Ramirez was invited by guest curator Jérôme Sans, Co-director of the Palais de Tokyo in Paris, France, to be the Texas representative for the New Works: 02.1 International Artist-in-Residence cycle. For his Artpace residency, Ramirez used a commercial studio to produce 17 large-scale photographs of items referencing food. The first series of 12 images consisted of images of raw meat-a whole chicken, sausage links, a beef steak-laid bare on the artist’s signature sterile white background. Two photographs featured empty candy trays that represented unattainable fulfillment and desire. He also displayed two full-frame images of fruit cocktail and green peas. Taken straight from the can, these fruits and vegetables are magnified to epic proportions; the mixed fruit recalling the complexities of multicultural mixing, and the peas signifying the sameness of humankind. A final image of a plastic cup from a fast food restaurant bears the epitaph When I am empty, please dispose of me properly, a somber parallel between life and consumption.
Ramirez continued his involvement with Artpace well after 2002 as a fundraiser and advocate for contemporary art. During our 10th anniversary in 2005, he took part in Artists Salute Artpace, featuring an auction of works by several former resident artists. His donation, Godiva 2, similar to Double Chocolate displayed here, was a large photograph of an empty chocolate box. Both pieces feature golden trays that once held chocolates yet sit empty, their irregular grids signaling a past function as containers for something else. These poignant reminders of time’s inevitable passage reference the traditional still life. They now take on additional meaning as the San Antonio art community mourns the recent loss of this visionary artist.",https://artpace.org/wp-content/uploads/CRamirez_crop-470x470.jpg
en,Person,Jérôme Sans,"Spring 2002 International Artist-in-Residence Program Guest Curator
Co-Director, Palais de Tokyo, Paris, France and Independent Curator, Paris, France ",https://www.artpace.org/artists_and_curators/jrme-sans,IAIR Spring 2002,,,"Jérôme Sans is Independent Curator and Co-Director of the Palais de Tokyo, Paris, France.  Sans is co-founder the Palais de Tokyo, an innovative contemporary art exhibition space. He is also an adjunct curator at INOVA, the Institute of Visual Arts in Milwaukee, WI.",
en,Person,Ordo Amoris Cabinet,Fall 2001 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/ordo-amoris-cabinet,IAIR Fall 2001,Havana,"Havana, Cuba","Living and working in Havana, Cuba, Francis Acea and Diango Hernandez formed Ordo Amoris Cabinet in 1994. Acea was born in Havana, Cuba in 1967 and Hernandez was born in Sancti-Spiritus, Cuba in 1970. Attending the Havana Superior Institute of Design, Acea and Hernandez received their degrees in graphic and industrial design respectively and formed an artistic collaboration under the appellation of Ordo Amoris Cabinet, the Latin terms for “order” and “love.” Ordo Amoris Cabinet has exhibited widely in Cuba, Europe, Costa Rica, and Canada, and make their United States debut exhibition at ArtPace. Solo shows include various installations at the Center for the Development of the Visual Arts and the Center of Art and Design in Havana, Cuba; Museo de Arte Contemporaneo y Diseño, San Jose, Costa Rica; Banff Center for the Arts, Alberta, Canada; Kunsthaus Berlin, Germany; Seventh Havana Biennale, Living la Vida, Sinpalabras Studio, Havana, Cuba; and, the AFW Gallerie, Köln, Germany. Group shows include Champ Libre, Montreal, Canada; Kettle’s Yard, Cambridge, Cornerhouse, Manchester, Royal College of Art, London, and Camden Art Center, London, England; Fabbrica del Vappore Art Center, Milan, Italy; Suermondt-Ludwig Museum, Aachen, Germany; and the Tirana Biennial, Albania.
Their sculptural installations evoke a reconsideration of necessity through references to sociology, ethnography, and museology, and pose a thought-provoking statement on the realities of politics and material culture in Cuba.
Cuauhtémoc Medina, independent curator and art critic from Mexico City, Mexico, chose Ordo Amoris Cabinet for their ArtPace residency. Medina has written extensively on contemporary art and is a former curator of contemporary art at the Museo de Arte Carrillo Gil in Mexico City.",https://artpace.org/wp-content/uploads/OACabinet_IAIR_proc_RR_011_crop-470x470.jpg
en,Person,Rubén Ortiz–Torres,Fall 2001 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/rubn-ortiztorres,IAIR Fall 2001,Los Angeles,"Los Angeles, California, USA","Rubén Ortiz-Torres was born in 1964 in Mexico City, Mexico. He received his BFA in visual arts from the Escuela Nacional de Artes Plásticas, Mexico City, and was awarded a Fulbright Fellowship to attend the California Institute of the Arts, Valencia, where he earned his MFA in 1992. Working in various media, Ortiz-Torres has exhibited his work throughout the United States and internationally. Exhibitions and screenings include the Galería de Arte Contemporaneo, Galería OMR, and Centro de la Imagen, Mexico City, Mexico; Centro de Arte Reina Sofía, Madrid, Spain; Getty Center for the History of Art & the Humanities, Los Angeles, CA; Museo Nacional Centro Cultural La Raza, San Diego, CA; San Francisco Museum of Modern Art and Yerba Buena Center for the Arts, San Francisco, CA; Anthology Film Archives, New York, NY; SITE Santa Fe, NM; and, Guadalupe Cultural Arts Center, San Antonio, TX.
Ortiz-Torres’s work has been collected by such prominent institutions as The Metropolitan Museum of Art, Museum of Modern Art, Brooklyn Museum, and the New York Public Library, NY; Los Angeles County Museum of Art, Museum of Contemporary Art, and the Grunwald Art Center for the Graphic Arts, UCLA Hammer Museum of Art & Cultural Center, Los Angeles, CA; Museum of Fine Arts, Houston, TX; Mexican Museum of Fine Arts, Chicago, IL; Instituto Nacional de Bellas Artes, Mexico City, Mexico; and Museo Nacional Centro de Arte Reina Sofía, Madrid, Spain.
Ortiz-Torres has received numerous recognitions and awards for his art including grants from the Foundation for Contemporary Performance Arts (2000), Louis Comfort Tiffany Foundation Award (1999), Andrea Frank Foundation Award (1997), and a TVVS, PBS shared grant (1993). The artist has written abundantly on contemporary art and culture. Recent co-authored books include Customized: Art Inspired by Hot Rods, Low Riders and American Car Culture (Harry N. Abrams, Inc., in association with the Institute of Contemporary Art, Boston, New York, 2000) and Desmothernismo (Smart Art Press and the Huntington Beach Art Center, Huntington Beach, CA, 1998). The artist is an associate professor of studio art at the University of California, San Diego.
Cuauhtémoc Medina, independent curator and art critic from Mexico City, Mexico, selected Rubén Ortiz-Torres for his ArtPace residency. Medina has written extensively on contemporary art and is a former curator of contemporary art at the Museo de Arte Carrillo Gil in Mexico",https://artpace.org/wp-content/uploads/ROTorres_crop-470x470.jpg
en,Person,Jim Mendiola,Fall 2001 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/jim-mendiola,IAIR Fall 2001,San Antonio,"San Antonio, Texas, USA","Born in 1963 in San Antonio, Texas, independent filmmaker Jim Mendiola grew up harboring a strong interest in creative writing, photography, and television. He studied photography at the University of Texas at Austin and, while working at the 1992 TENAZ Theater Festival in San Antonio, was inspired to begin experimenting with filmmaking. Pretty Vacant, his first narrative film, was released in 1996 and funded by San Antonio and San Francisco art grants. The film, about a Chicana punk rocker obsessed with the rock band Sex Pistols, was critically acclaimed and screened in numerous film festivals in North America, including the 2000 Havana International Film Festival and Generation ñ exhibition at the Guggenheim Museum. In 1997 he received a Rockefeller Intercultural Media Fellowship, and in 1999, Mendiola was awarded the Gateways Fellowship for documentary research on Mexican-American family photos in South Texas.
The artist’s second film, Come and Take It Day, was chosen for participation at the 2000 Sundance Filmmaker’s Lab and premiered in 2001 at the Guadalupe Cultural Arts Center’s CineFestival in San Antonio. Funded by the Independent Television Service Project and PBS, Come and Take It Day will be broadcast nationally in spring 2002. Starring Jesse Borrego and Jacob Vargas, the film uses Texas history as a backdrop for a multifaceted story of betrayal, greed, and friendship. The sequel to Pretty Vacant entitled Speeder Kills is due to be released in 2002.
Mendiola worked as the first Curator of Media Arts at the Yerba Buena Center for the Arts in San Francisco from 1995-97 and was the director of the San Antonio CineFestival in 1996. He contributes regularly to The San Francisco Bay Guardian, San Antonio Current, Frontera Magazine, and the Internet magazine Politico. Mendiola divides his time between San Antonio and Los Angeles.
Cuauhtémoc Medina, independent curator and art critic from Mexico City, Mexico, chose Jim Mendiola for his ArtPace residency. Medina has written extensively on contemporary art and is a former curator of contemporary art at the Museo de Arte Carrillo Gil in Mexico City.",https://artpace.org/wp-content/uploads/JMendiola_crop-470x470.jpg
en,Person,Cuauhtémoc Medina,"Fall 2001 International Artist-in-Residence Program Guest Curator
Independent Curator and Art Critic, Mexico City, Mexico ",https://www.artpace.org/artists_and_curators/cuauhtmoc-medina,IAIR Fall 2001,,,"Cuauhtémoc Medina, independent curator and art critic from Mexico City, Mexico, has written extensively on contemporary art and is a former curator of contemporary art at the Museo de Arte Carrillo Gil in Mexico City.",
en,Person,Christian Jankowski,Summer 2001 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/christian-jankowski,IAIR Summer 2001,Berlin,"Berlin, Germany","Berlin based artist, Christian Jankowski was born in 1968 in Gottingen, Germany. Schooled at the Academy of Fine Arts, Hamburg, Jankowski gained international recognition in the 48th Venice Biennale curated by Harald Szeemann in 1999. His work has been featured in solo exhibitions throughout Europe including De Appel, Amsterdam, Netherlands (2000); Kolnishcher Kunstverein, Cologne, Germany (1999); Goethe Institute, Paris, France (1999); H. M. Klosterfelde, Hamburg, Germany (1998); Portikus, Frankfurt, Germany (1998); and Art Node, Stockholm, Sweden (1997). Group exhibitions include the 2nd Berlin Biennale, Germany (2001); The National Gallery Prize, Hamburger Bahnhof–Museum der Gegenwart, Berlin, Germany (2000); Crash, ICA, London, England (1999); German Open 1999, Gegenwartskunst in Deutschland, Kunstmuseum, Wolfsburg, Germany (1999); l’autre, Biennale de Lyon, France; among many others. He made his U.S. debut in 2000 at the Wadsworth Atheneum, Hartford, CT as part of their MATRIX exhibition program for contemporary art. His work can be seen in upcoming shows at Mass MoCA, North Adams, MA; Michelle Maccarone Gallery, New York, NY; and the Swiss Institute, New York, NY.
Christian Jankowski’s conceptually based work is derived from performative intersections of seemingly disparate worlds. Using cultural and social idiosyncrasies, Jankowski explores the contingent nature of meaning and interpretation through a constant play of fictionalized reality. Documented through video, photographs, and installation, the work instigates a larger dialogue on the nature of art and the role of the artist.
Christian Jankowski was chosen for his ArtPace residency by Lisa Corrin, Chief Curator at the Serpentine Gallery, London, England. She has organized a number of significant shows for the Serpentine including solo exhibitions by Felix Gonzalez-Torres, Jane and Louise Wilson, Chris Ofili, Shirin Neshat, and an upcoming show of Rachael Whiteread. Corrin was recently appointed Deputy Director for Art/Jon and Mary Shirley Curator of Modern and Contemporary Art at the Seattle Art Museum, WA.",https://artpace.org/wp-content/uploads/CJankowski_IAIR_proc_RR_004_crop.jpg
en,Person,Brian Conley,Summer 2001 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/brian-conley,IAIR Summer 2001,New York,"New York, New York, USA","Brian Conley was born in 1951 and received his BA in Psychology from the State University of New York, Binghamton. After attending the Independent Study Program at the Whitney Museum of American Art in New York City, Conley was awarded an MFA in Sculpture and a PhD in Philosophy from the University of Minnesota, Minneapolis. He has exhibited his work widely throughout the United States and Europe, including solo exhibitions at Anthony Wilkinson Gallery, London, England; Zinc Gallery, Stockholm, Sweden; and Pierogi Gallery, Brooklyn, NY. Group exhibitions include War/Art/New Technologies, Pacific Northwest College of Art, Portland, OR (2000); Wild/Life, Weatherspoon Art Gallery, Greensboro, NC (1998); and Current/Undercurrent, Brooklyn Museum of Art, NY (1997). His radio broadcast, War! (1999), originally a live interactive sound performance between New York (radio WBAI) and Belgrade, Serbia (Radio B2-92), was recently featured in BitStreams at the Whitney Museum of American Art, New York, NY curated by Lawrence Rinder and Debra Singer. Conley currently lives and works in New York City.
From radio performance to sculptural and sound-based installations, Conley’s artistic practice operates between the divide of science and art. Appearing as anatomical models or artifacts from some future time, Conley uses scientific research and political inquiry to construct new morphologies that wryly challenge our perceptions of humanity, nature, technology, and consciousness.
Brian Conley was chosen for his ArtPace residency by Lisa Corrin, Chief Curator at the Serpentine Gallery, London, England. She has organized a number of significant shows for the Serpentine including solo exhibitions by Felix Gonzalez-Torres, Chris Ofili, Jane and Louise Wilson, Bridget Riley, and an upcoming show of Rachael Whiteread. Corrin was recently appointed Deputy Director for Art/Jon and Mary Shirley Curator of Modern and Contemporary Art at the Seattle Art Museum, WA.
In his work, Brian Conley complicates the natural order of things. Translating scientific research and data into abstracted simulations with humorous subtexts, Conley consistently renders the natural unnatural and the serious absurd. From large-scale sculpture to live-radio broadcasts and interactive sound installations, Conley’s work presents unlikely circumstances as logical possibilities for locating human experience within a continuum bounded by technology and nature.
Continuing an investigation into evolution and the divide between animals and humans, Conley’s project for ArtPace centers on a species of frog and its distinct mating call. Using research from both zoology and neuroscience, Conley has constructed a room-sized mechanical sculpture based on a frog’s vocal communication system.
In this installation, the viewer enters a dimly lit exhibition space. Emerging from the shadows is a 15-foot tall aluminum contraption attached to a large orange cloth draped across the floor. Inside this low-tech structure sits a row of wooden organ pipes and a wide, funnel-like horn. Activated by the viewer’s entrance into the space, the cloth sack quickly inflates to a 10 x 24-foot balloon, simulating an oversized vocal pouch. Voluptuous and intimidating, its overwhelming size reverses the typical human/animal dynamic suggesting instead a giant frog and a small human being.
As the balloon slowly deflates, it forces air through several acoustic sound-generating devices to a funnel directed at the viewer, issuing a series of discordant noises—the frog’s mating call. Because the mating call is the only language in which the frog is able to communicate, this first moment of “contact” between human and frog is loaded with absurd sexual innuendo. Monstrous yet alluring, the work reorganizes the hierarchical relationship between human and animals, albeit with a humorous twist.
Conley’s investigations locate the intersection of science, philosophy, art, technology, and the improbable. Reinterpreting information into an analogue of its original source, Conley transforms our assumptions of the natural world into limitless questions.",https://artpace.org/wp-content/uploads/Conley_crop-470x470.jpg
en,Person,Lordy Rodriguez,Summer 2001 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/lordy-rodriguez,IAIR Summer 2001,Houston,"Houston, Texas, USA","Drawing primarily in pen and ink, Lordy Rodriguez reconfigures existing maps creating imaginary compositions that are at once distinctly familiar and candidly absurd. Misplaced cities and fictional states appear alongside recognizable landmarks and iconic sites. While maps often assume an unquestionable authority of accuracy and fact (until they are proven outdated), Rodriguez dismantles conventional notions of locale and geography through intuitive associations and personal narratives.
Lordy Rodriguez was chosen for his ArtPace residency by Lisa Corrin, Chief Curator at the Serpentine Gallery, London, England. She has organized a number of significant shows for the Serpentine including solo exhibitions by Felix Gonzalez-Torres, Chris Ofili, Jane and Louise Wilson, Bridget Riley, and an upcoming show of Rachael Whiteread. Corrin was recently appointed Deputy Director for Art/Jon and Mary Shirley Curator of Modern and Contemporary Art at the Seattle Art Museum, WA.",https://artpace.org/wp-content/uploads/LR_working-in-studio_crop-470x470.jpg
en,Person,Lisa Corrin,"Summer 2001 International Artist-in-Residence Program Guest Curator
Chief Curator, Serpentine Gallery, London, England ",https://www.artpace.org/artists_and_curators/lisa-corrin,IAIR Summer 2001,,,,
en,Person,Rivane Neuenschwander,Spring 2001 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/rivane-neuenschwander,IAIR Spring 2001,Belo Horizonte,"Belo Horizonte, Brazil","Rivane Neuenschwander was born in 1967 in Belo Horizonte, Brazil, where she lives and works. She studied at the School of Fine Arts, UFMG, Brazil and the Royal College of Art in London, England. She has exhibited her work internationally, including solo exhibitions at IASPIS (the International Artists Studio Program in Sweden), Stockholm, Sweden (2000); Stephen Friedman Gallery, London, England (1997, 1999); Galeria Camargo Vilaça, Sao Paolo, Brazil (1998, 2000); and Douglas Hyde Gallery, Dublin, Ireland (2000). She has participated in numerous international biennials and festivals, including the 5th International Istanbul Biennial, Turkey (1997); the 2nd Johannesburg Biennale, South Africa (1997); XXIV Biennale of Sao Paolo, Brazil (1998); SITE Santa Fe, NM (1999); and the First Liverpool Biennial of Contemporary Art, England (1999). Her work has also been included in group exhibitions at the Museum of Modern Art in Rio de Janeiro, Brazil (1995); The Museum of Fine Arts of Buenos Aires, Argentina (1996); The Art Gallery of New South Wales, Sydney, Australia (1997); The New Museum of Contemporary Art, New York, NY (1998); Kunstforeningen Copenhagen, Denmark (1999); Nordjyllands Kunstmuseum, Aalborg, Germany (1999); and the National Museum of Art, Osaka, Japan (2000).
Merging the traditions of sculpture and drawing, Rivane Neuenschwander’s work combines precise handicraft with natural and found sources. The results are discrete objects and temporary, material-based installations.
Rivane Neuenschwander was chosen for her ArtPace residency by the March 1998 panel consisting of Dan Cameron, Annette DiMeo Carlozzi, Amada Cruz, Kellie Jones, Hans-Ulrich Obrist, and Nancy Rubins.",https://artpace.org/wp-content/uploads/RNeuenschwander_IAIR_proc_010_crop-470x470.jpg
